Name,Age,City
Charlie,26,Los Angeles
Bob,22,Chicago
Charlie,20,Los Angeles
Alice,30,Chicago
Charlie,30,Los Angeles
Bob,22,Chicago
Alice,46,Chicago
Charlie,49,Chicago
Bob,37,Los Angeles
Charlie,31,Los Angeles
Bob,33,Los Angeles
Bob,29,Chicago
Alice,26,Los Angeles
Bob,41,Chicago
Charlie,45,Chicago
Alice,22,Chicago
Bob,25,Los Angeles
Alice,27,New York
Alice,36,Los Angeles
Charlie,34,New York
Alice,41,Los Angeles
Bob,50,New York
Charlie,30,Los Angeles
Alice,44,New York
Bob,30,New York
Bob,27,Chicago
Bob,44,Los Angeles
Charlie,28,Chicago
Bob,23,Chicago
Alice,42,Los Angeles
Charlie,21,New York
Bob,30,Los Angeles
Charlie,50,New York
Charlie,32,New York
Alice,36,Chicago
Alice,38,Los Angeles
Alice,22,Chicago
Alice,48,Chicago
Charlie,43,Chicago
Bob,32,New York
Alice,27,Los Angeles
Alice,42,New York
Charlie,26,New York
Bob,33,Los Angeles
Charlie,22,Los Angeles
Bob,26,Chicago
Bob,35,New York
Charlie,39,Chicago
Alice,34,New York
Alice,23,Los Angeles
Charlie,26,Chicago
Charlie,42,New York
Bob,50,New York
Alice,30,Chicago
Alice,30,New York
Bob,21,Chicago
Charlie,27,New York
Alice,40,Los Angeles
Bob,49,New York
Charlie,42,New York
Bob,38,Los Angeles
Charlie,39,Los Angeles
Charlie,36,New York
Alice,35,Los Angeles
Charlie,33,Los Angeles
Bob,47,Chicago
Bob,32,Chicago
Charlie,31,New York
Bob,22,New York
Charlie,40,Los Angeles
Bob,45,Los Angeles
Alice,22,Los Angeles
Charlie,33,Chicago
Alice,31,Chicago
Bob,24,Chicago
Bob,45,Los Angeles
Alice,48,Los Angeles
Bob,35,Chicago
Charlie,38,New York
Alice,49,Los Angeles
Alice,49,Los Angeles
Bob,32,Chicago
Bob,37,Los Angeles
Charlie,31,Chicago
Alice,35,New York
Alice,27,Los Angeles
Charlie,39,Los Angeles
Charlie,39,Chicago
Alice,49,Los Angeles
Charlie,47,New York
Alice,24,Los Angeles
Charlie,42,Chicago
Charlie,33,New York
Charlie,22,Chicago
Charlie,40,New York
Alice,48,Los Angeles
Bob,28,New York
Charlie,37,Los Angeles
Charlie,26,Los Angeles
Alice,45,Los Angeles
