Name,Age,City
Alice,48,Los Angeles
Alice,32,Los Angeles
Bob,45,Chicago
Bob,24,New York
Bob,25,Los Angeles
Bob,39,New York
Charlie,35,Chicago
Bob,30,Chicago
Charlie,27,Chicago
Bob,38,Chicago
Charlie,35,Los Angeles
Bob,49,Chicago
Bob,35,Los Angeles
Bob,29,Chicago
Charlie,39,Los Angeles
Alice,41,Los Angeles
Charlie,45,Chicago
Bob,30,New York
Alice,23,New York
Alice,42,Los Angeles
Charlie,38,Los Angeles
Alice,34,Los Angeles
Bob,28,New York
Bob,41,Los Angeles
Charlie,36,Los Angeles
Charlie,39,Los Angeles
Alice,35,New York
Bob,45,New York
Alice,41,New York
Alice,48,Los Angeles
Charlie,45,Los Angeles
Bob,49,New York
Alice,22,Chicago
Bob,23,New York
Alice,25,Los Angeles
Bob,41,Chicago
Alice,45,New York
Charlie,43,Los Angeles
Alice,31,Chicago
Bob,48,New York
Alice,39,Chicago
Bob,47,Chicago
Bob,35,Chicago
Alice,21,Chicago
Bob,32,Los Angeles
Bob,50,New York
Bob,44,Los Angeles
Bob,24,New York
Alice,26,New York
Alice,24,Chicago
Bob,37,Chicago
Alice,25,Chicago
Alice,47,New York
Charlie,29,Los Angeles
Bob,26,New York
Charlie,43,New York
Alice,29,New York
Charlie,27,New York
Charlie,37,Chicago
Bob,25,Chicago
Bob,45,New York
Alice,35,Los Angeles
Alice,44,New York
Charlie,22,New York
Alice,24,Los Angeles
Alice,20,Los Angeles
Alice,47,New York
Charlie,44,Chicago
Bob,47,Chicago
Charlie,35,Chicago
Alice,45,Chicago
Charlie,44,Los Angeles
Bob,21,Chicago
Alice,25,Los Angeles
Bob,42,Los Angeles
Bob,46,Los Angeles
Charlie,29,New York
Alice,46,New York
Charlie,22,New York
Alice,49,New York
Alice,42,New York
Bob,38,New York
Alice,47,New York
Alice,40,New York
Alice,45,New York
Charlie,24,New York
Alice,48,Los Angeles
Alice,47,Los Angeles
Charlie,44,New York
Alice,49,Los Angeles
Bob,25,Chicago
Charlie,30,New York
Alice,40,New York
Alice,21,Chicago
Bob,22,Chicago
Alice,31,Los Angeles
Charlie,39,New York
Bob,34,Chicago
Alice,33,Los Angeles
Alice,24,Los Angeles
