Name,Age,City
Alice,29,Los Angeles
Alice,36,Los Angeles
Bob,31,New York
Bob,20,New York
Alice,24,Chicago
Bob,37,Los Angeles
Alice,32,Chicago
Alice,40,Los Angeles
Bob,26,Chicago
Bob,26,New York
Bob,31,Los Angeles
Bob,27,New York
Charlie,36,Chicago
Alice,40,New York
Bob,27,New York
Bob,44,Los Angeles
Charlie,29,Chicago
Charlie,27,Chicago
Alice,39,Los Angeles
Bob,41,Chicago
Bob,47,Chicago
Charlie,33,New York
Bob,35,Chicago
Charlie,50,Los Angeles
Bob,37,Los Angeles
Alice,20,Chicago
Charlie,40,Los Angeles
Bob,33,New York
Alice,37,New York
Charlie,35,Los Angeles
Bob,50,Los Angeles
Bob,40,Los Angeles
Charlie,30,New York
Alice,34,New York
Bob,36,New York
Charlie,40,Los Angeles
Alice,50,Chicago
Alice,41,Los Angeles
Bob,41,Chicago
Bob,35,Chicago
Charlie,28,New York
Bob,44,Los Angeles
Charlie,34,Chicago
Charlie,34,New York
Charlie,41,Chicago
Bob,37,New York
Charlie,27,Los Angeles
Bob,29,Chicago
Alice,20,Los Angeles
Bob,47,Chicago
Alice,35,New York
Charlie,23,Chicago
Alice,21,Chicago
Charlie,29,New York
Alice,43,Los Angeles
Charlie,31,Chicago
Bob,47,Chicago
Alice,22,New York
Bob,38,New York
Alice,41,New York
Charlie,23,Los Angeles
Charlie,43,Chicago
Bob,27,New York
Bob,41,New York
Bob,35,Los Angeles
Bob,47,Chicago
Charlie,47,Chicago
Alice,39,Los Angeles
Charlie,20,Los Angeles
Bob,21,Chicago
Bob,39,Chicago
Bob,25,New York
Bob,28,Los Angeles
Alice,46,New York
Charlie,44,Chicago
Bob,44,Los Angeles
Bob,36,Los Angeles
Bob,39,Chicago
Charlie,50,Los Angeles
Bob,23,New York
Charlie,23,Chicago
Alice,26,New York
Alice,33,Chicago
Alice,37,Chicago
Bob,41,Los Angeles
Alice,36,New York
Charlie,41,Chicago
Charlie,36,New York
Charlie,31,New York
Bob,34,New York
Charlie,29,Chicago
Charlie,49,New York
Alice,27,Los Angeles
Alice,48,Los Angeles
Charlie,48,Chicago
Alice,26,New York
Charlie,20,New York
Charlie,26,Chicago
Bob,35,Los Angeles
Charlie,21,Chicago
