Name,Age,City
Charlie,49,New York
Alice,29,New York
Bob,36,New York
Alice,48,Los Angeles
Charlie,47,Chicago
Charlie,34,Los Angeles
Bob,32,New York
Bob,37,Chicago
Alice,21,New York
Alice,29,Los Angeles
Alice,32,Los Angeles
Alice,34,Chicago
Charlie,45,Los Angeles
Charlie,42,New York
Alice,44,New York
Bob,34,New York
Bob,49,New York
Bob,27,Chicago
Alice,47,New York
Bob,33,Los Angeles
Alice,22,Los Angeles
Charlie,41,Chicago
Charlie,23,Los Angeles
Bob,29,Chicago
Bob,48,New York
Alice,41,Los Angeles
Bob,31,Los Angeles
Bob,21,New York
Alice,26,Chicago
Alice,43,Chicago
Bob,44,Chicago
Alice,42,New York
Alice,31,Chicago
Charlie,28,Chicago
Bob,36,New York
Charlie,36,Los Angeles
Charlie,32,New York
Charlie,36,Chicago
Bob,50,Los Angeles
Alice,48,Los Angeles
Alice,27,Chicago
Bob,31,Los Angeles
Bob,29,Chicago
Bob,48,New York
Charlie,44,Chicago
Charlie,24,New York
Bob,29,Chicago
Bob,37,New York
Alice,48,New York
Charlie,47,Los Angeles
Bob,33,Los Angeles
Charlie,41,New York
Charlie,48,Chicago
Alice,46,Chicago
Charlie,46,Chicago
Charlie,23,Chicago
Charlie,50,Chicago
Charlie,37,New York
Alice,48,Chicago
Bob,36,Los Angeles
Alice,28,Los Angeles
Charlie,44,Los Angeles
Alice,31,New York
Alice,23,Los Angeles
Alice,31,Los Angeles
Alice,43,Chicago
Bob,31,Chicago
Alice,37,Los Angeles
Bob,47,Chicago
Alice,20,Los Angeles
Charlie,48,Chicago
Bob,20,New York
Alice,46,New York
Alice,30,Chicago
Bob,29,Chicago
Bob,36,New York
Bob,38,Chicago
Alice,34,Chicago
Bob,43,Chicago
Alice,40,Chicago
Bob,26,Los Angeles
Alice,37,New York
Bob,38,Chicago
Alice,34,Los Angeles
Alice,43,Los Angeles
Charlie,45,New York
Bob,25,Chicago
Bob,22,Los Angeles
Bob,20,Los Angeles
Alice,49,New York
Charlie,46,Chicago
Alice,23,New York
Alice,37,New York
Bob,42,New York
Charlie,21,Los Angeles
Charlie,24,Chicago
Bob,22,Los Angeles
Bob,21,Los Angeles
Bob,37,Los Angeles
Bob,27,Los Angeles
