Name,Age,City
Bob,42,Chicago
Alice,32,Los Angeles
Bob,45,New York
Bob,36,New York
Bob,36,Los Angeles
Charlie,38,Chicago
Alice,33,New York
Bob,25,Chicago
Alice,36,Los Angeles
Alice,20,Los Angeles
Charlie,36,Los Angeles
Bob,43,New York
Charlie,28,Chicago
Bob,43,Chicago
Charlie,46,Los Angeles
Charlie,32,New York
Charlie,48,Los Angeles
Charlie,21,Los Angeles
Bob,20,Los Angeles
Bob,20,Los Angeles
Charlie,32,Chicago
Bob,35,Chicago
Alice,33,Chicago
Charlie,40,New York
Charlie,45,Los Angeles
Alice,27,Los Angeles
Bob,37,New York
Bob,35,Chicago
Bob,44,Los Angeles
Alice,43,Chicago
Bob,20,Chicago
Charlie,44,Los Angeles
Bob,27,New York
Charlie,25,New York
Charlie,40,New York
Bob,39,Chicago
Charlie,32,Chicago
Charlie,38,New York
Bob,36,Chicago
Charlie,50,Chicago
Charlie,37,Chicago
Bob,43,Los Angeles
Alice,48,Chicago
Alice,50,New York
Bob,21,New York
Alice,22,New York
Charlie,31,Chicago
Bob,50,New York
Alice,50,Chicago
Charlie,21,Chicago
Charlie,32,New York
Bob,23,Chicago
Charlie,32,Los Angeles
Bob,36,Chicago
Alice,23,Chicago
Charlie,45,Los Angeles
Alice,20,Los Angeles
Alice,23,New York
Alice,42,Chicago
Bob,39,Los Angeles
Charlie,31,Los Angeles
Alice,28,New York
Charlie,38,Los Angeles
Alice,38,Los Angeles
Charlie,44,New York
Bob,47,Chicago
Bob,28,Los Angeles
Charlie,22,Chicago
Alice,25,Chicago
Bob,25,Los Angeles
Charlie,46,Chicago
Alice,26,Chicago
Bob,40,Los Angeles
Alice,47,New York
Alice,39,Chicago
Bob,47,Chicago
Charlie,33,Los Angeles
Alice,31,New York
Charlie,46,Chicago
Charlie,48,Chicago
Charlie,25,Los Angeles
Charlie,40,Chicago
Alice,32,Chicago
Alice,36,Chicago
Charlie,35,Los Angeles
Bob,37,Chicago
Charlie,32,Chicago
Bob,45,Chicago
Alice,24,New York
Charlie,37,Chicago
Alice,38,Chicago
Bob,49,Los Angeles
Bob,35,New York
Alice,43,New York
Alice,48,Chicago
Charlie,27,Chicago
Alice,24,Chicago
Bob,44,Chicago
Charlie,31,Chicago
Charlie,25,New York
