Name,Age,City
Charlie,43,Los Angeles
Alice,30,Chicago
Alice,26,New York
Charlie,44,Los Angeles
Charlie,32,Los Angeles
Alice,25,New York
Charlie,49,Los Angeles
Charlie,43,Chicago
Alice,24,Chicago
Charlie,47,Chicago
Alice,49,Chicago
Charlie,34,New York
Bob,22,Chicago
Alice,41,New York
Alice,23,New York
Alice,39,Chicago
Charlie,49,Chicago
Charlie,46,Los Angeles
Charlie,23,Los Angeles
Bob,39,Chicago
Bob,39,Los Angeles
Bob,26,Chicago
Charlie,29,Chicago
Bob,45,New York
Charlie,44,Los Angeles
Alice,45,Chicago
Charlie,40,Los Angeles
Bob,25,Los Angeles
Alice,48,New York
Alice,40,New York
Bob,22,Chicago
Bob,39,Chicago
Alice,46,Chicago
Bob,39,Chicago
Bob,42,New York
Alice,46,Los Angeles
Alice,37,Chicago
Alice,24,Los Angeles
Alice,49,Los Angeles
Alice,45,Chicago
Alice,48,Los Angeles
Charlie,38,New York
Alice,25,Chicago
Bob,30,New York
Alice,28,New York
Charlie,38,Chicago
Bob,47,New York
Alice,23,New York
Bob,45,Chicago
Charlie,38,Los Angeles
Bob,24,Los Angeles
Alice,20,Los Angeles
Charlie,26,Los Angeles
Charlie,34,Chicago
Alice,36,Los Angeles
Bob,48,Los Angeles
Charlie,32,New York
Bob,42,New York
Alice,45,Los Angeles
Bob,34,Chicago
Alice,48,Los Angeles
Charlie,42,Los Angeles
Bob,40,Chicago
Alice,36,Chicago
Charlie,23,Chicago
Bob,38,Los Angeles
Bob,24,Chicago
Charlie,44,Los Angeles
Charlie,44,New York
Bob,37,Chicago
Charlie,39,Los Angeles
Alice,23,Los Angeles
Alice,29,Los Angeles
Charlie,24,New York
Alice,33,New York
Bob,43,Los Angeles
Charlie,44,Los Angeles
Alice,38,Chicago
Bob,29,New York
Alice,47,New York
Alice,50,Los Angeles
Bob,32,New York
Alice,24,Chicago
Charlie,29,New York
Bob,49,New York
Charlie,30,Chicago
Alice,45,Los Angeles
Charlie,29,New York
Charlie,35,New York
Bob,45,Los Angeles
Charlie,20,Los Angeles
Bob,41,New York
Alice,40,New York
Alice,42,New York
Bob,26,Chicago
Bob,48,Chicago
Alice,44,Chicago
Bob,21,Los Angeles
Bob,40,Chicago
Charlie,24,Los Angeles
