Name,Age,City
Charlie,40,Los Angeles
Bob,39,Chicago
Alice,20,New York
Bob,46,New York
Alice,42,Los Angeles
Bob,36,New York
Alice,43,Los Angeles
Bob,33,Los Angeles
Charlie,30,New York
Alice,31,Chicago
Bob,48,New York
Bob,44,New York
Alice,27,Los Angeles
Alice,30,Chicago
Charlie,46,Los Angeles
Bob,27,Chicago
Alice,32,Chicago
Alice,24,New York
Alice,32,Chicago
Bob,32,New York
Alice,35,Chicago
Bob,50,Los Angeles
Bob,43,Los Angeles
Alice,39,Chicago
Bob,39,Chicago
Alice,39,New York
Charlie,44,New York
Alice,43,Los Angeles
Charlie,48,Chicago
Charlie,34,Los Angeles
Charlie,24,Chicago
Charlie,43,Chicago
Bob,48,Los Angeles
Bob,37,New York
Bob,24,New York
Bob,47,Los Angeles
Alice,37,Chicago
Alice,50,Chicago
Bob,36,New York
Charlie,32,New York
Alice,44,Los Angeles
Bob,45,Chicago
Alice,43,Chicago
Alice,22,New York
Alice,39,Los Angeles
Bob,46,Los Angeles
Charlie,20,Chicago
Charlie,32,Los Angeles
Bob,38,New York
Alice,42,New York
Charlie,43,Chicago
Bob,45,New York
Alice,45,New York
Alice,24,Chicago
Bob,22,Los Angeles
Charlie,21,Los Angeles
Charlie,39,Los Angeles
Bob,44,Chicago
Alice,40,New York
Alice,26,Los Angeles
Charlie,20,Los Angeles
Charlie,46,New York
Charlie,35,Chicago
Bob,32,Chicago
Bob,30,Chicago
Alice,38,Los Angeles
Charlie,42,Chicago
Bob,40,New York
Charlie,48,Chicago
Bob,38,Chicago
Bob,26,Los Angeles
Alice,39,New York
Charlie,46,New York
Bob,27,Chicago
Alice,28,Chicago
Bob,43,New York
Bob,31,Los Angeles
Alice,20,Chicago
Bob,28,Los Angeles
Alice,42,Los Angeles
Alice,21,Chicago
Charlie,41,Chicago
Alice,48,New York
Bob,48,Los Angeles
Bob,20,New York
Alice,49,Chicago
Charlie,25,New York
Charlie,38,New York
Bob,50,New York
Bob,49,Los Angeles
Bob,30,Los Angeles
Alice,38,Los Angeles
Charlie,47,New York
Alice,25,New York
Alice,20,Chicago
Charlie,49,Los Angeles
Alice,29,Los Angeles
Bob,21,New York
Charlie,39,Chicago
Alice,31,Chicago
