Name,Age,City
Charlie,28,New York
Bob,31,Chicago
Charlie,38,Los Angeles
Charlie,46,Chicago
Alice,26,Chicago
Charlie,29,Chicago
Charlie,33,New York
Alice,36,New York
Bob,43,New York
Alice,40,Chicago
Alice,50,Los Angeles
Bob,36,Los Angeles
Charlie,26,Chicago
Bob,27,Los Angeles
Charlie,28,Chicago
Alice,48,Los Angeles
Charlie,45,New York
Bob,24,Chicago
Bob,30,Chicago
Alice,32,Los Angeles
Alice,41,Los Angeles
Charlie,24,New York
Alice,48,New York
Charlie,30,Los Angeles
Charlie,24,Los Angeles
Alice,40,Chicago
Bob,20,Chicago
Bob,42,New York
Charlie,36,New York
Charlie,49,Los Angeles
Bob,40,Chicago
Bob,36,Los Angeles
Alice,35,New York
Alice,23,New York
Charlie,42,New York
Alice,43,Chicago
Bob,43,Chicago
Alice,32,Los Angeles
Bob,20,Los Angeles
Bob,50,New York
Bob,50,Los Angeles
Bob,26,New York
Bob,23,New York
Bob,26,Chicago
Charlie,35,Chicago
Bob,32,Chicago
Alice,50,Los Angeles
Bob,37,Chicago
Charlie,45,New York
Alice,25,New York
Charlie,32,Los Angeles
Bob,47,Los Angeles
Charlie,42,Los Angeles
Bob,23,New York
Charlie,39,New York
Charlie,21,New York
Charlie,36,Los Angeles
Alice,25,Chicago
Bob,35,Los Angeles
Alice,21,Los Angeles
Alice,42,Los Angeles
Bob,39,New York
Charlie,33,New York
Charlie,46,Chicago
Bob,36,Chicago
Bob,39,Chicago
Alice,23,New York
Bob,33,New York
Alice,33,Chicago
Bob,42,Chicago
Charlie,41,New York
Charlie,47,Los Angeles
Charlie,48,New York
Alice,41,Los Angeles
Alice,24,New York
Bob,35,Los Angeles
Bob,25,Los Angeles
Alice,31,Chicago
Charlie,45,Los Angeles
Charlie,35,Chicago
Charlie,22,Los Angeles
Bob,47,New York
Alice,39,Chicago
Bob,21,New York
Alice,28,Chicago
Bob,26,Los Angeles
Bob,27,Los Angeles
Alice,41,New York
Alice,46,New York
Charlie,46,New York
Charlie,43,New York
Bob,38,Chicago
Alice,26,Chicago
Charlie,21,Los Angeles
Bob,45,Los Angeles
Bob,29,Chicago
Bob,35,Los Angeles
Charlie,45,New York
Alice,25,Los Angeles
Alice,46,New York
