Name,Age,City
Alice,37,Los Angeles
Alice,42,Los Angeles
Alice,49,Los Angeles
Charlie,42,Chicago
Bob,24,New York
Charlie,21,Los Angeles
Charlie,29,Chicago
Charlie,48,Los Angeles
Alice,37,Chicago
Bob,29,Chicago
Charlie,23,New York
Charlie,23,New York
Charlie,24,New York
Alice,26,Chicago
Charlie,31,Los Angeles
Bob,20,Chicago
Alice,39,Los Angeles
Bob,40,New York
Bob,27,Los Angeles
Charlie,43,Los Angeles
Alice,35,New York
Bob,41,New York
Bob,37,Chicago
Bob,26,Chicago
Charlie,21,New York
Bob,26,Los Angeles
Bob,32,New York
Alice,24,Chicago
Bob,22,New York
Alice,23,Los Angeles
Charlie,32,Los Angeles
Bob,24,Los Angeles
Bob,26,New York
Charlie,26,Chicago
Bob,27,Chicago
Alice,25,Chicago
Alice,31,Chicago
Charlie,50,New York
Charlie,31,New York
Charlie,32,New York
Charlie,38,Chicago
Charlie,30,Los Angeles
Charlie,41,Chicago
Alice,21,New York
Alice,34,New York
Alice,44,New York
Bob,31,Chicago
Alice,22,New York
Bob,30,Los Angeles
Charlie,42,New York
Alice,44,Chicago
Bob,22,New York
Alice,49,New York
Bob,45,Los Angeles
Alice,49,New York
Charlie,49,Los Angeles
Alice,21,Chicago
Bob,40,Chicago
Charlie,23,Chicago
Bob,37,Los Angeles
Bob,41,Chicago
Bob,43,Chicago
Bob,46,Chicago
Bob,20,New York
Bob,21,Los Angeles
Alice,27,New York
Bob,35,New York
Bob,41,Los Angeles
Charlie,38,Chicago
Bob,28,New York
Charlie,50,New York
Charlie,37,Los Angeles
Bob,25,Los Angeles
Alice,40,Chicago
Charlie,46,New York
Bob,31,Los Angeles
Alice,46,Los Angeles
Charlie,32,Chicago
Charlie,49,Chicago
Charlie,21,New York
Alice,44,Chicago
Bob,46,Los Angeles
Charlie,34,Chicago
Charlie,40,Los Angeles
Alice,33,Los Angeles
Bob,37,Chicago
Bob,33,Los Angeles
Alice,41,New York
Charlie,39,Los Angeles
Bob,31,Chicago
Alice,22,Chicago
Alice,24,Los Angeles
Charlie,30,Chicago
Charlie,42,Los Angeles
Alice,21,Los Angeles
Charlie,45,Los Angeles
Bob,49,New York
Alice,43,Chicago
Alice,44,Los Angeles
Bob,47,Chicago
