Name,Age,City
Charlie,33,Chicago
Charlie,24,New York
Charlie,25,New York
Alice,31,Los Angeles
Bob,34,Chicago
Charlie,38,New York
Charlie,39,Chicago
Charlie,40,New York
Bob,41,Los Angeles
Bob,23,Los Angeles
Bob,37,Los Angeles
Bob,45,Los Angeles
Charlie,29,Chicago
Charlie,30,Chicago
Bob,25,Chicago
Alice,36,Los Angeles
Bob,34,New York
Charlie,21,Chicago
Bob,41,New York
Alice,30,Los Angeles
Bob,40,New York
Bob,34,Los Angeles
Charlie,25,Chicago
Charlie,38,Chicago
Charlie,28,Los Angeles
Charlie,23,Chicago
Bob,30,Los Angeles
Bob,37,Los Angeles
Bob,32,Los Angeles
Bob,50,New York
Charlie,46,Los Angeles
Charlie,50,Los Angeles
Charlie,21,New York
Charlie,42,Los Angeles
Bob,43,Chicago
Charlie,31,Chicago
Alice,25,New York
Charlie,47,Chicago
Charlie,44,Chicago
Alice,39,Chicago
Charlie,50,Los Angeles
Charlie,27,New York
Bob,37,Los Angeles
Alice,49,New York
Charlie,34,Los Angeles
Charlie,35,Chicago
Alice,43,New York
Bob,43,Chicago
Charlie,40,Los Angeles
Alice,26,Los Angeles
Bob,46,New York
Charlie,45,Chicago
Alice,28,Los Angeles
Alice,24,Los Angeles
Bob,25,Los Angeles
Bob,34,Los Angeles
Bob,45,New York
Bob,50,Los Angeles
Alice,49,New York
Charlie,31,Los Angeles
Alice,30,Los Angeles
Charlie,23,Los Angeles
Alice,22,New York
Charlie,38,New York
Alice,29,New York
Charlie,25,Los Angeles
Bob,49,Los Angeles
Bob,29,Los Angeles
Bob,33,Chicago
Bob,25,Chicago
Alice,31,Chicago
Bob,48,New York
Bob,25,Los Angeles
Charlie,37,New York
Alice,40,Chicago
Charlie,34,Chicago
Charlie,37,New York
Alice,45,New York
Bob,42,New York
Charlie,28,New York
Charlie,47,New York
Alice,50,New York
Charlie,21,Chicago
Alice,33,New York
Alice,31,Los Angeles
Charlie,48,New York
Charlie,37,Chicago
Charlie,40,Los Angeles
Bob,43,Los Angeles
Bob,29,New York
Alice,46,Chicago
Charlie,43,Chicago
Alice,33,Chicago
Alice,26,New York
Alice,29,Los Angeles
Bob,50,Los Angeles
Alice,38,Chicago
Charlie,41,Chicago
Charlie,28,Los Angeles
Bob,36,New York
