Name,Age,City
Charlie,49,New York
Bob,27,Los Angeles
Charlie,23,Chicago
Alice,30,Los Angeles
Alice,44,New York
Charlie,31,Los Angeles
Bob,30,Los Angeles
Alice,33,New York
Charlie,50,Chicago
Bob,21,New York
Charlie,37,New York
Bob,22,Los Angeles
Alice,31,New York
Bob,29,Los Angeles
Alice,36,New York
Charlie,48,New York
Bob,29,New York
Charlie,28,New York
Bob,25,New York
Bob,31,Los Angeles
Alice,37,Los Angeles
Bob,44,New York
Bob,29,Los Angeles
Bob,27,New York
Bob,38,Los Angeles
Bob,41,Los Angeles
Bob,20,Chicago
Charlie,30,Los Angeles
Bob,37,Chicago
Charlie,43,Los Angeles
Bob,23,Los Angeles
Alice,30,New York
Bob,44,Chicago
Bob,34,New York
Charlie,44,New York
Bob,50,Chicago
Alice,37,New York
Alice,26,Los Angeles
Alice,48,New York
Bob,49,Chicago
Charlie,23,Los Angeles
Alice,48,New York
Bob,29,New York
Alice,38,New York
Alice,37,Los Angeles
Charlie,26,Chicago
Alice,35,New York
Bob,35,Los Angeles
Bob,40,Los Angeles
Bob,50,New York
Bob,24,Chicago
Charlie,38,Chicago
Alice,20,Los Angeles
Alice,37,New York
Alice,30,New York
Alice,23,New York
Charlie,40,Los Angeles
Alice,31,New York
Alice,45,New York
Bob,50,Los Angeles
Bob,25,New York
Bob,34,New York
Bob,27,Los Angeles
Bob,44,Los Angeles
Alice,37,New York
Charlie,30,Los Angeles
Bob,26,Chicago
Bob,45,Los Angeles
Charlie,36,Chicago
Bob,37,Chicago
Charlie,41,New York
Alice,50,Los Angeles
Alice,48,Chicago
Charlie,30,Chicago
Alice,35,New York
Bob,30,Chicago
Alice,35,Los Angeles
Bob,47,Chicago
Charlie,49,Los Angeles
Alice,33,Los Angeles
Charlie,43,New York
Bob,23,Chicago
Bob,46,New York
Alice,46,Los Angeles
Alice,32,New York
Alice,43,Los Angeles
Charlie,25,Los Angeles
Alice,43,Chicago
Charlie,30,New York
Alice,25,Chicago
Alice,34,New York
Bob,42,Chicago
Bob,26,Los Angeles
Charlie,41,New York
Alice,23,Los Angeles
Bob,26,New York
Bob,36,New York
Alice,29,Chicago
Charlie,28,Chicago
Charlie,41,Chicago
