Name,Age,City
Charlie,49,Los Angeles
Bob,36,New York
Alice,29,New York
Alice,36,Chicago
Charlie,20,Chicago
Charlie,43,Chicago
Alice,26,Los Angeles
Alice,30,Chicago
Bob,46,Los Angeles
Alice,44,Chicago
Charlie,44,New York
Charlie,31,Chicago
Charlie,23,New York
Bob,31,Los Angeles
Bob,32,Los Angeles
Bob,46,Chicago
Bob,48,Chicago
Bob,31,New York
Bob,34,Los Angeles
Alice,49,Los Angeles
Bob,38,Chicago
Bob,22,Los Angeles
Charlie,50,Chicago
Bob,24,Los Angeles
Alice,37,Chicago
Bob,32,Los Angeles
Charlie,21,Chicago
Alice,50,New York
Bob,22,New York
Bob,47,Chicago
Alice,32,New York
Charlie,44,Chicago
Charlie,49,Chicago
Alice,28,Chicago
Charlie,31,Los Angeles
Alice,23,Los Angeles
Bob,41,New York
Alice,48,Chicago
Alice,36,Chicago
Bob,44,New York
Charlie,20,Chicago
Alice,20,Chicago
Alice,24,Chicago
Charlie,21,New York
Charlie,33,New York
Alice,22,New York
Bob,25,New York
Alice,24,Chicago
Alice,49,New York
Charlie,31,Chicago
Charlie,44,New York
Alice,39,New York
Charlie,37,Los Angeles
Bob,21,New York
Charlie,40,New York
Charlie,22,Chicago
Alice,26,Chicago
Alice,41,Los Angeles
Bob,29,New York
Bob,35,Chicago
Charlie,37,New York
Alice,44,Chicago
Charlie,46,Los Angeles
Alice,38,New York
Charlie,47,Chicago
Charlie,22,Chicago
Charlie,43,Los Angeles
Charlie,45,New York
Alice,37,Los Angeles
Bob,24,New York
Bob,46,Los Angeles
Bob,39,Los Angeles
Charlie,50,Chicago
Alice,25,New York
Alice,24,New York
Charlie,20,New York
Bob,43,Chicago
Bob,42,New York
Charlie,20,New York
Charlie,25,Los Angeles
Alice,50,Chicago
Bob,36,New York
Alice,39,Chicago
Bob,30,Los Angeles
Charlie,40,Los Angeles
Charlie,40,New York
Charlie,41,Chicago
Charlie,21,New York
Charlie,47,Los Angeles
Charlie,46,Los Angeles
Charlie,43,Chicago
Bob,20,Los Angeles
Charlie,31,Los Angeles
Alice,38,Los Angeles
Alice,45,Chicago
Alice,46,Los Angeles
Charlie,21,Chicago
Bob,37,Chicago
Alice,40,Los Angeles
Bob,31,Chicago
