Name,Age,City
Bob,30,Chicago
Bob,34,Chicago
Alice,45,New York
Alice,29,Los Angeles
Bob,44,Los Angeles
Alice,39,Chicago
Charlie,22,New York
Bob,38,Chicago
Alice,30,New York
Bob,37,Chicago
Charlie,30,New York
Bob,34,Chicago
Charlie,27,Los Angeles
Bob,50,New York
Alice,41,New York
Bob,45,Chicago
Charlie,47,Chicago
Alice,32,Chicago
Charlie,41,New York
Charlie,34,New York
Charlie,20,Chicago
Alice,46,Chicago
Charlie,21,Chicago
Charlie,43,Los Angeles
Charlie,27,New York
Charlie,34,New York
Bob,26,Los Angeles
Alice,48,Chicago
Bob,35,Chicago
Charlie,41,Los Angeles
Bob,50,New York
Alice,32,Los Angeles
Charlie,33,Chicago
Charlie,38,New York
Alice,27,New York
Bob,50,New York
Charlie,39,New York
Charlie,37,Chicago
Charlie,49,Chicago
Charlie,44,Chicago
Alice,30,New York
Bob,43,Los Angeles
Charlie,41,New York
Alice,45,Chicago
Bob,50,Los Angeles
Charlie,28,Los Angeles
Alice,25,Los Angeles
Bob,40,New York
Alice,41,New York
Bob,23,Chicago
Bob,40,New York
Charlie,34,Los Angeles
Charlie,32,Chicago
Alice,42,Chicago
Charlie,34,Los Angeles
Alice,25,Chicago
Charlie,39,New York
Bob,20,Los Angeles
Alice,46,New York
Alice,47,Chicago
Bob,27,Los Angeles
Bob,27,Chicago
Bob,29,Chicago
Charlie,45,Chicago
Alice,26,Chicago
Charlie,46,Los Angeles
Alice,33,Los Angeles
Bob,27,New York
Alice,20,Chicago
Bob,38,Chicago
Bob,47,Chicago
Charlie,32,Chicago
Charlie,48,New York
Alice,40,New York
Charlie,29,Los Angeles
Bob,48,Los Angeles
Bob,37,Los Angeles
Alice,37,New York
Charlie,47,Los Angeles
Alice,26,New York
Charlie,29,New York
Alice,28,New York
Alice,27,Chicago
Bob,48,Los Angeles
Alice,33,New York
Charlie,21,Los Angeles
Charlie,28,Los Angeles
Charlie,35,Chicago
Charlie,38,Los Angeles
Bob,21,Chicago
Bob,44,Chicago
Alice,36,New York
Charlie,20,New York
Charlie,28,New York
Charlie,44,New York
Bob,39,New York
Bob,20,New York
Bob,39,Chicago
Bob,23,Los Angeles
Charlie,22,Los Angeles
