Name,Age,City
Bob,23,Los Angeles
Charlie,48,Los Angeles
Bob,34,New York
Charlie,41,New York
Bob,23,Los Angeles
Bob,40,Los Angeles
Bob,49,Chicago
Bob,34,New York
Charlie,34,Chicago
Alice,37,Los Angeles
Charlie,43,Los Angeles
Bob,29,New York
Bob,38,Los Angeles
Charlie,42,New York
Charlie,41,Los Angeles
Alice,48,New York
Bob,48,Chicago
Bob,23,New York
Bob,33,New York
Bob,48,Chicago
Bob,48,Chicago
Bob,35,Los Angeles
Bob,39,Chicago
Bob,23,Chicago
Alice,39,Los Angeles
Alice,48,New York
Charlie,36,New York
Charlie,33,New York
Bob,38,New York
Charlie,43,Los Angeles
Charlie,50,Los Angeles
Bob,47,Chicago
Bob,46,Chicago
Charlie,20,New York
Charlie,48,New York
Bob,42,New York
Bob,22,Los Angeles
Bob,38,Chicago
Alice,46,Los Angeles
Alice,33,Los Angeles
Alice,31,New York
Charlie,20,Chicago
Alice,24,Chicago
Alice,37,New York
Alice,26,New York
Charlie,47,Los Angeles
Charlie,44,New York
Charlie,35,New York
Charlie,41,Chicago
Alice,50,Los Angeles
Charlie,40,New York
Charlie,23,New York
Charlie,48,Chicago
Charlie,42,New York
Charlie,25,Los Angeles
Alice,23,Chicago
Bob,44,Los Angeles
Charlie,25,Chicago
Charlie,46,New York
Bob,30,Chicago
Bob,27,New York
Alice,21,Chicago
Bob,24,Los Angeles
Bob,28,New York
Bob,30,Chicago
Alice,50,Los Angeles
Charlie,30,Chicago
Alice,21,Los Angeles
Bob,46,Chicago
Bob,27,Chicago
Bob,25,New York
Bob,35,New York
Charlie,37,Chicago
Alice,35,New York
Alice,21,Chicago
Bob,35,New York
Alice,21,New York
Bob,28,Chicago
Charlie,28,Chicago
Alice,46,Los Angeles
Bob,35,Los Angeles
Alice,22,Chicago
Alice,45,Los Angeles
Bob,37,New York
Bob,32,Chicago
Bob,27,Chicago
Alice,40,Los Angeles
Alice,48,New York
Bob,41,New York
Alice,29,Chicago
Charlie,50,Los Angeles
Charlie,47,Chicago
Charlie,21,Chicago
Bob,47,Los Angeles
Charlie,32,Los Angeles
Alice,33,New York
Charlie,42,Los Angeles
Alice,23,Los Angeles
Alice,30,New York
Bob,29,Los Angeles
