Name,Age,City
Alice,27,Los Angeles
Charlie,39,Los Angeles
Bob,30,New York
Charlie,31,Chicago
Charlie,20,Chicago
Bob,50,New York
Charlie,50,Los Angeles
Bob,22,Los Angeles
Bob,21,Los Angeles
Alice,40,New York
Bob,43,New York
Charlie,31,New York
Bob,41,New York
Charlie,23,New York
Charlie,23,New York
Alice,50,New York
Alice,48,New York
Charlie,20,Los Angeles
Alice,22,New York
Charlie,27,Los Angeles
Bob,38,Los Angeles
Bob,39,New York
Charlie,43,Los Angeles
Bob,31,New York
Alice,28,Chicago
Charlie,46,Los Angeles
Bob,33,Chicago
Charlie,27,New York
Alice,36,Chicago
Charlie,24,Chicago
Charlie,48,New York
Alice,40,Chicago
Alice,47,Los Angeles
Alice,42,Los Angeles
Alice,22,Chicago
Charlie,21,Chicago
Charlie,35,Chicago
Bob,45,Chicago
Bob,40,Los Angeles
Bob,47,Chicago
Charlie,41,New York
Alice,41,Los Angeles
Bob,35,New York
Bob,34,Los Angeles
Alice,50,New York
Charlie,48,Los Angeles
Charlie,27,Los Angeles
Bob,35,New York
Alice,46,New York
Bob,25,Los Angeles
Alice,21,Los Angeles
Bob,42,New York
Charlie,29,Chicago
Bob,49,New York
Bob,50,Los Angeles
Alice,34,New York
Alice,35,New York
Alice,32,Los Angeles
Bob,47,Chicago
Charlie,23,New York
Bob,25,Chicago
Charlie,43,Los Angeles
Bob,34,Los Angeles
Alice,20,Los Angeles
Bob,21,New York
Bob,43,New York
Bob,46,Los Angeles
Alice,49,New York
Charlie,28,Los Angeles
Bob,29,Chicago
Alice,24,Los Angeles
Bob,32,Chicago
Charlie,49,Chicago
Charlie,23,New York
Bob,23,Los Angeles
Alice,40,Los Angeles
Charlie,39,Chicago
Alice,36,Chicago
Bob,37,Chicago
Alice,33,Los Angeles
Bob,45,Chicago
Charlie,24,Los Angeles
Alice,27,Chicago
Alice,41,Los Angeles
Bob,35,Chicago
Bob,36,New York
Charlie,30,Los Angeles
Charlie,31,New York
Charlie,39,Chicago
Charlie,21,Chicago
Charlie,40,Chicago
Alice,47,Chicago
Charlie,40,New York
Bob,35,Chicago
Charlie,36,Los Angeles
Alice,37,Los Angeles
Bob,32,Los Angeles
Bob,26,Chicago
Bob,41,Los Angeles
Bob,50,New York
