Name,Age,City
Alice,35,Chicago
Charlie,33,New York
Charlie,47,Los Angeles
Charlie,44,New York
Bob,43,Chicago
Alice,27,New York
Charlie,34,Los Angeles
Alice,41,Los Angeles
Bob,25,Los Angeles
Charlie,28,New York
Charlie,47,Chicago
Bob,21,Chicago
Bob,30,Los Angeles
Bob,40,Los Angeles
Charlie,23,Chicago
Charlie,30,New York
Bob,46,Chicago
Charlie,28,Chicago
Charlie,50,New York
Charlie,36,New York
Bob,31,New York
Bob,48,New York
Charlie,42,New York
Alice,42,Los Angeles
Charlie,38,Chicago
Alice,38,Chicago
Alice,27,New York
Bob,45,Los Angeles
Bob,35,Los Angeles
Alice,34,Los Angeles
Charlie,38,Chicago
Bob,35,Chicago
Charlie,47,New York
Bob,29,New York
Alice,21,New York
Bob,50,New York
Alice,20,New York
Charlie,41,Chicago
Alice,20,Chicago
Bob,27,Chicago
Charlie,36,Los Angeles
Bob,38,Los Angeles
Alice,50,Los Angeles
Charlie,49,Chicago
Charlie,31,Chicago
Charlie,44,Chicago
Alice,42,Los Angeles
Bob,30,Los Angeles
Charlie,43,Los Angeles
Charlie,39,New York
Charlie,47,New York
Charlie,49,Chicago
Charlie,46,Los Angeles
Bob,39,Chicago
Bob,42,Los Angeles
Charlie,44,New York
Charlie,41,New York
Alice,26,Chicago
Alice,31,New York
Charlie,34,New York
Charlie,34,New York
Alice,39,New York
Bob,31,Chicago
Alice,36,New York
Charlie,38,New York
Bob,34,Chicago
Bob,27,Los Angeles
Alice,43,Chicago
Bob,31,Chicago
Charlie,23,Los Angeles
Charlie,33,Chicago
Bob,43,Los Angeles
Alice,38,Los Angeles
Bob,30,Chicago
Alice,25,Los Angeles
Bob,33,New York
Bob,22,New York
Charlie,35,Chicago
Charlie,20,New York
Charlie,38,Los Angeles
Alice,38,New York
Bob,22,Chicago
Bob,25,New York
Charlie,35,New York
Charlie,41,Los Angeles
Charlie,41,New York
Charlie,22,New York
Bob,30,New York
Charlie,22,Chicago
Bob,37,Los Angeles
Bob,33,Chicago
Bob,43,Chicago
Charlie,46,New York
Alice,22,Los Angeles
Charlie,43,Los Angeles
Alice,43,Los Angeles
Alice,46,New York
Bob,39,New York
Alice,22,New York
Alice,49,Chicago
