Name,Age,City
Bob,50,New York
Bob,45,New York
Charlie,23,Los Angeles
Charlie,30,Los Angeles
Charlie,29,New York
Bob,45,Los Angeles
Bob,44,Los Angeles
Alice,21,New York
Bob,31,New York
Charlie,35,Chicago
Alice,33,New York
Alice,36,New York
Bob,34,New York
Bob,31,Los Angeles
Bob,25,New York
Alice,32,New York
Bob,25,Chicago
Alice,43,Los Angeles
Alice,25,Chicago
Bob,20,Chicago
Alice,43,New York
Bob,37,New York
Bob,43,New York
Bob,42,Los Angeles
Alice,25,Chicago
Charlie,45,New York
Alice,28,Chicago
Charlie,33,Los Angeles
Alice,21,Los Angeles
Bob,34,New York
Charlie,44,Los Angeles
Bob,41,Chicago
Charlie,25,Los Angeles
Bob,21,New York
Bob,40,Chicago
Alice,27,Los Angeles
Bob,33,Chicago
Charlie,20,New York
Bob,39,Los Angeles
Bob,32,Los Angeles
Bob,22,New York
Charlie,45,New York
Alice,21,Chicago
Alice,34,Los Angeles
Charlie,23,Los Angeles
Bob,25,New York
Charlie,34,Chicago
Charlie,34,Chicago
Bob,35,Chicago
Alice,21,Chicago
Bob,40,Los Angeles
Alice,22,New York
Alice,32,Los Angeles
Bob,21,New York
Bob,20,Chicago
Bob,28,Chicago
Alice,29,Chicago
Alice,27,Los Angeles
Bob,44,Chicago
Alice,25,New York
Charlie,30,New York
Bob,29,Los Angeles
Bob,26,Los Angeles
Alice,44,New York
Bob,48,New York
Bob,35,Los Angeles
Alice,30,Los Angeles
Alice,35,Chicago
Bob,25,Los Angeles
Bob,36,Chicago
Charlie,40,New York
Bob,47,Chicago
Charlie,29,Chicago
Bob,22,Los Angeles
Bob,23,Los Angeles
Charlie,35,Los Angeles
Bob,45,New York
Charlie,37,Los Angeles
Alice,23,Chicago
Alice,20,Chicago
Bob,43,New York
Alice,28,Los Angeles
Bob,34,New York
Bob,46,New York
Bob,33,New York
Alice,50,New York
Charlie,37,New York
Alice,48,Chicago
Alice,24,Chicago
Charlie,44,Chicago
Alice,44,New York
Alice,36,Los Angeles
Alice,35,Chicago
Alice,21,New York
Bob,35,New York
Alice,45,New York
Charlie,33,Chicago
Alice,20,Los Angeles
Bob,33,New York
Charlie,28,New York
