Name,Age,City
Bob,39,New York
Alice,32,Los Angeles
Charlie,41,Chicago
Alice,41,New York
Charlie,30,New York
Charlie,34,Chicago
Charlie,40,Los Angeles
Alice,42,Chicago
Charlie,34,Los Angeles
Alice,20,Los Angeles
Alice,33,Chicago
Alice,45,Chicago
Bob,23,New York
Alice,29,New York
Alice,21,Chicago
Charlie,20,Los Angeles
Charlie,27,Los Angeles
Bob,37,New York
Bob,47,New York
Charlie,38,Chicago
Charlie,43,New York
Charlie,42,Chicago
Alice,44,Los Angeles
Charlie,40,Chicago
Alice,23,Los Angeles
Charlie,50,New York
Bob,33,Chicago
Bob,20,Chicago
Bob,33,New York
Alice,32,Chicago
Alice,47,Chicago
Alice,41,New York
Alice,22,Chicago
Charlie,30,Los Angeles
Bob,48,Chicago
Charlie,34,Los Angeles
Charlie,35,Chicago
Alice,35,Los Angeles
Bob,20,Chicago
Bob,39,Chicago
Charlie,36,Chicago
Alice,23,Chicago
Alice,34,Chicago
Charlie,41,Los Angeles
Alice,31,Los Angeles
Charlie,46,Los Angeles
Charlie,47,Chicago
Bob,36,Los Angeles
Charlie,32,Los Angeles
Alice,49,Chicago
Bob,50,New York
Bob,21,Chicago
Alice,50,Chicago
Charlie,30,New York
Bob,35,Chicago
Alice,37,Los Angeles
Charlie,33,Chicago
Charlie,25,Chicago
Alice,28,New York
Bob,20,New York
Alice,49,Los Angeles
Charlie,40,Chicago
Alice,27,Los Angeles
Alice,27,Chicago
Bob,37,Chicago
Alice,27,Los Angeles
Bob,30,Los Angeles
Bob,37,Chicago
Charlie,39,New York
Charlie,32,New York
Bob,35,Chicago
Alice,31,Chicago
Charlie,27,Los Angeles
Charlie,34,New York
Alice,25,Los Angeles
Charlie,41,Los Angeles
Bob,21,Chicago
Alice,37,Los Angeles
Bob,43,Los Angeles
Bob,30,Los Angeles
Bob,48,Los Angeles
Charlie,42,Chicago
Alice,45,New York
Bob,47,Chicago
Charlie,37,New York
Alice,36,Chicago
Charlie,34,Los Angeles
Alice,25,Los Angeles
Alice,43,Los Angeles
Alice,37,Chicago
Bob,37,New York
Alice,23,Chicago
Charlie,48,Los Angeles
Charlie,25,Chicago
Alice,29,Los Angeles
Charlie,26,Los Angeles
Alice,35,Chicago
Charlie,21,New York
Alice,30,New York
Charlie,39,New York
