Name,Age,City
Charlie,22,Los Angeles
Bob,33,Chicago
Alice,20,Chicago
Charlie,41,New York
Bob,21,Chicago
Charlie,22,Los Angeles
Bob,46,New York
Charlie,36,Chicago
Alice,40,Chicago
Bob,40,Chicago
Alice,48,New York
Alice,35,Los Angeles
Charlie,23,New York
Alice,40,New York
Alice,42,Chicago
Bob,31,New York
Alice,25,Los Angeles
Charlie,31,Los Angeles
Charlie,24,Los Angeles
Charlie,24,Los Angeles
Bob,30,New York
Charlie,25,Los Angeles
Charlie,37,Chicago
Charlie,39,New York
Bob,33,New York
Alice,35,New York
Alice,28,Chicago
Alice,41,Los Angeles
Bob,28,New York
Charlie,30,Los Angeles
Charlie,32,New York
Bob,36,New York
Bob,29,Los Angeles
Bob,22,Chicago
Charlie,29,New York
Alice,43,Chicago
Bob,25,Los Angeles
Bob,35,Los Angeles
Charlie,25,Los Angeles
Alice,22,New York
Alice,27,Los Angeles
Bob,36,Chicago
Bob,38,New York
Alice,30,Chicago
Bob,25,New York
Bob,38,New York
Charlie,40,New York
Charlie,41,New York
Bob,43,Chicago
Alice,41,New York
Bob,22,New York
Charlie,36,Chicago
Alice,20,Chicago
Alice,47,Los Angeles
Alice,47,Los Angeles
Charlie,22,Los Angeles
Bob,31,New York
Bob,35,New York
Alice,30,New York
Alice,24,New York
Charlie,38,New York
Alice,32,Chicago
Bob,43,New York
Alice,43,New York
Alice,21,New York
Alice,39,New York
Bob,44,Los Angeles
Bob,33,Chicago
Alice,40,Los Angeles
Alice,46,New York
Bob,29,Los Angeles
Bob,41,New York
Bob,21,New York
Charlie,30,Los Angeles
Bob,28,Chicago
Charlie,47,Chicago
Charlie,22,New York
Alice,29,Los Angeles
Charlie,40,New York
Alice,41,Chicago
Bob,46,Chicago
Charlie,40,Los Angeles
Bob,41,New York
Bob,27,Los Angeles
Alice,27,New York
Alice,41,Chicago
Charlie,40,Chicago
Alice,47,New York
Bob,27,Chicago
Charlie,36,Chicago
Bob,50,Chicago
Bob,38,New York
Bob,22,New York
Charlie,48,Chicago
Alice,43,Chicago
Charlie,22,Los Angeles
Alice,36,Chicago
Alice,32,Chicago
Alice,20,New York
Bob,40,New York
