Name,Age,City
Alice,43,New York
Bob,30,Chicago
Bob,41,Los Angeles
Alice,28,Los Angeles
Charlie,28,New York
Charlie,24,Chicago
Charlie,48,Los Angeles
Alice,37,Chicago
Alice,32,Chicago
Charlie,48,New York
Bob,44,Los Angeles
Bob,22,Chicago
Charlie,44,Los Angeles
Charlie,27,New York
Alice,44,Chicago
Alice,47,New York
Charlie,23,Los Angeles
Bob,20,Chicago
Alice,45,New York
Charlie,35,New York
Charlie,23,New York
Bob,41,Los Angeles
Bob,31,New York
Charlie,46,Chicago
Bob,33,Chicago
Charlie,34,New York
Charlie,31,Chicago
Alice,28,Chicago
Alice,24,Los Angeles
Bob,50,Chicago
Bob,27,Los Angeles
Bob,28,Los Angeles
Bob,38,Chicago
Charlie,45,Chicago
Bob,31,Chicago
Charlie,44,Chicago
Bob,26,Chicago
Alice,48,New York
Bob,28,Los Angeles
Charlie,36,Los Angeles
Bob,38,Chicago
Charlie,47,New York
Bob,49,Chicago
Charlie,30,Los Angeles
Alice,49,New York
Charlie,27,New York
Alice,39,Los Angeles
Bob,38,Los Angeles
Bob,45,New York
Alice,32,Los Angeles
Charlie,45,Chicago
Alice,45,Chicago
Charlie,40,Chicago
Alice,47,New York
Alice,25,New York
Charlie,31,New York
Alice,33,Los Angeles
Charlie,25,Chicago
Charlie,41,New York
Charlie,47,Chicago
Alice,21,Chicago
Bob,33,New York
Charlie,49,New York
Charlie,42,New York
Alice,36,Chicago
Alice,31,New York
Charlie,38,New York
Bob,29,Los Angeles
Alice,23,New York
Alice,23,Los Angeles
Alice,33,Los Angeles
Alice,35,Chicago
Alice,33,Los Angeles
Bob,31,Chicago
Bob,44,New York
Charlie,34,Chicago
Bob,50,Los Angeles
Bob,38,New York
Charlie,31,Chicago
Bob,49,New York
Bob,23,Los Angeles
Bob,48,Los Angeles
Alice,43,Los Angeles
Alice,20,Los Angeles
Bob,26,Los Angeles
Bob,27,Chicago
Bob,43,New York
Alice,20,New York
Bob,46,Los Angeles
Alice,29,New York
Bob,45,Los Angeles
Bob,21,New York
Alice,43,Chicago
Alice,23,Chicago
Bob,39,Chicago
Bob,48,Chicago
Charlie,30,Los Angeles
Alice,45,Los Angeles
Charlie,50,Chicago
Charlie,37,Los Angeles
