Name,Age,City
Alice,22,New York
Charlie,25,Los Angeles
Charlie,42,Chicago
Charlie,42,Los Angeles
Alice,50,Los Angeles
Bob,45,Chicago
Charlie,47,Los Angeles
Bob,24,Chicago
Alice,35,Los Angeles
Bob,42,Chicago
Charlie,39,Los Angeles
Charlie,25,Chicago
Charlie,23,Los Angeles
Charlie,27,New York
Alice,22,Los Angeles
Charlie,37,New York
Alice,32,Chicago
Bob,38,New York
Alice,42,Chicago
Alice,35,Chicago
Charlie,23,Chicago
Charlie,39,Chicago
Charlie,50,Chicago
Charlie,41,New York
Charlie,23,New York
Charlie,37,Chicago
Charlie,21,Chicago
Alice,43,Los Angeles
Charlie,23,Los Angeles
Bob,35,Chicago
Alice,34,Los Angeles
Alice,27,New York
Charlie,37,Los Angeles
Charlie,30,Los Angeles
Charlie,41,Los Angeles
Alice,24,New York
Alice,27,Los Angeles
Alice,45,Los Angeles
Charlie,38,Los Angeles
Charlie,21,Los Angeles
Bob,50,Chicago
Charlie,43,Los Angeles
Bob,34,Los Angeles
Bob,43,New York
Charlie,46,Los Angeles
Bob,28,Chicago
Alice,27,New York
Alice,29,New York
Bob,33,Los Angeles
Charlie,50,Los Angeles
Charlie,36,Chicago
Bob,39,Los Angeles
Alice,50,New York
Bob,39,Los Angeles
Alice,29,Los Angeles
Charlie,47,Los Angeles
Charlie,39,Chicago
Alice,24,Chicago
Bob,42,New York
Alice,23,New York
Alice,35,Los Angeles
Alice,43,Chicago
Alice,34,Chicago
Alice,49,New York
Bob,26,Chicago
Charlie,34,New York
Alice,20,Chicago
Bob,21,New York
Bob,27,Los Angeles
Charlie,25,Los Angeles
Charlie,21,Los Angeles
Charlie,42,Chicago
Alice,47,Los Angeles
Alice,20,New York
Bob,27,Chicago
Charlie,39,Chicago
Alice,40,Los Angeles
Bob,48,Chicago
Charlie,43,New York
Charlie,30,Chicago
Bob,34,Chicago
Alice,38,New York
Charlie,22,Los Angeles
Alice,48,New York
Bob,32,Chicago
Charlie,47,Los Angeles
Bob,31,Chicago
Charlie,44,Chicago
Alice,26,Chicago
Charlie,25,Los Angeles
Alice,43,Los Angeles
Bob,28,Los Angeles
Alice,39,Chicago
Alice,38,Los Angeles
Bob,38,Chicago
Bob,34,New York
Charlie,29,Chicago
Charlie,26,Los Angeles
Bob,29,Chicago
Charlie,39,Los Angeles
