Name,Age,City
Alice,25,Chicago
Charlie,45,Los Angeles
Bob,21,Chicago
Alice,35,New York
Alice,34,Chicago
Bob,26,Los Angeles
Bob,45,New York
Charlie,29,Los Angeles
Charlie,43,Los Angeles
Bob,27,New York
Bob,30,New York
Alice,37,New York
Alice,50,Los Angeles
Alice,25,New York
Charlie,50,New York
Charlie,25,Chicago
Alice,39,Los Angeles
Charlie,39,Los Angeles
Bob,38,Chicago
Bob,36,Chicago
Charlie,39,Chicago
Alice,24,Chicago
Alice,28,Chicago
Bob,38,Los Angeles
Charlie,30,Los Angeles
Alice,32,Chicago
Charlie,40,Chicago
Bob,31,Los Angeles
Bob,32,Chicago
Bob,38,Los Angeles
Alice,40,New York
Charlie,32,Chicago
Alice,34,Chicago
Alice,47,Los Angeles
Bob,34,Los Angeles
Bob,45,Chicago
Charlie,29,Chicago
Charlie,31,Los Angeles
Charlie,28,Chicago
Bob,36,New York
Bob,40,Chicago
Bob,43,Los Angeles
Alice,46,Chicago
Bob,36,New York
Alice,36,Chicago
Alice,37,New York
Alice,29,New York
Bob,23,Los Angeles
Bob,41,Los Angeles
Charlie,40,Chicago
Bob,41,Chicago
Charlie,20,New York
Bob,24,Chicago
Alice,35,Los Angeles
Charlie,50,Los Angeles
Bob,30,New York
Alice,29,New York
Bob,31,New York
Bob,22,New York
Bob,39,New York
Alice,25,Los Angeles
Alice,42,Los Angeles
Charlie,37,New York
Charlie,21,New York
Charlie,34,Los Angeles
Charlie,30,New York
Bob,34,Los Angeles
Bob,22,Los Angeles
Bob,31,Los Angeles
Charlie,24,Los Angeles
Bob,49,Los Angeles
Charlie,34,Los Angeles
Alice,34,Chicago
Alice,22,Chicago
Charlie,20,Chicago
Charlie,50,Los Angeles
Alice,37,Chicago
Alice,43,Chicago
Charlie,27,Los Angeles
Alice,44,Los Angeles
Charlie,27,New York
Alice,22,Chicago
Bob,30,New York
Alice,30,Chicago
Charlie,23,Los Angeles
Alice,42,Los Angeles
Charlie,27,New York
Alice,36,Los Angeles
Alice,21,Chicago
Charlie,35,New York
Bob,25,New York
Alice,24,Chicago
Alice,23,New York
Charlie,29,New York
Alice,50,Chicago
Alice,46,New York
Bob,42,Los Angeles
Bob,40,Los Angeles
Bob,24,Los Angeles
Charlie,27,Los Angeles
