Name,Age,City
Bob,22,New York
Alice,47,Los Angeles
Alice,39,Los Angeles
Charlie,25,Los Angeles
Alice,42,Chicago
Bob,49,Chicago
Charlie,47,New York
Alice,27,Los Angeles
Bob,46,Chicago
Bob,22,Los Angeles
Charlie,38,New York
Bob,20,New York
Charlie,43,New York
Charlie,29,New York
Charlie,31,Chicago
Bob,43,Los Angeles
Charlie,23,Los Angeles
Charlie,28,Los Angeles
Charlie,48,New York
Charlie,37,New York
Alice,28,Chicago
Charlie,47,Chicago
Charlie,49,Los Angeles
Bob,32,New York
Charlie,42,New York
Alice,48,Chicago
Bob,45,Chicago
Bob,24,Los Angeles
Charlie,39,Chicago
Charlie,27,New York
Bob,48,New York
Bob,47,New York
Bob,21,Chicago
Bob,36,New York
Bob,40,New York
Bob,47,Chicago
Alice,38,Los Angeles
Bob,24,Chicago
Bob,46,Chicago
Charlie,21,New York
Charlie,33,New York
Charlie,50,Los Angeles
Alice,43,Los Angeles
Alice,31,Los Angeles
Charlie,41,New York
Bob,35,New York
Alice,35,Chicago
Alice,24,New York
Alice,36,New York
Charlie,22,Chicago
Bob,47,Los Angeles
Bob,43,New York
Alice,50,Chicago
Bob,36,New York
Charlie,50,Chicago
Charlie,22,Chicago
Bob,32,Los Angeles
Alice,27,Los Angeles
Charlie,46,New York
Charlie,45,Los Angeles
Charlie,35,Los Angeles
Bob,31,Los Angeles
Bob,24,New York
Alice,32,Los Angeles
Charlie,29,New York
Alice,43,Los Angeles
Alice,36,Chicago
Charlie,22,Los Angeles
Charlie,35,New York
Alice,21,New York
Alice,48,Chicago
Alice,30,Chicago
Bob,38,New York
Bob,37,Chicago
Alice,27,Chicago
Alice,41,Chicago
Alice,39,New York
Alice,24,Chicago
Bob,50,Los Angeles
Alice,44,New York
Alice,40,New York
Alice,49,Los Angeles
Alice,29,Los Angeles
Bob,39,New York
Alice,41,New York
Alice,32,Chicago
Bob,45,Chicago
Charlie,48,Los Angeles
Alice,43,New York
Bob,50,Chicago
Alice,28,Chicago
Charlie,45,Chicago
Alice,46,Chicago
Charlie,49,New York
Bob,46,Chicago
Bob,48,Chicago
Charlie,42,Chicago
Bob,28,Los Angeles
Charlie,38,Los Angeles
Charlie,30,Los Angeles
