Name,Age,City
Alice,29,New York
Bob,25,Los Angeles
Bob,50,Los Angeles
Charlie,45,Los Angeles
Charlie,32,New York
Bob,39,Chicago
Bob,47,Chicago
Bob,22,New York
Alice,20,Los Angeles
Charlie,40,Chicago
Bob,34,Los Angeles
Charlie,36,Chicago
Bob,34,Los Angeles
Charlie,31,New York
Charlie,33,Los Angeles
Bob,50,Los Angeles
Bob,47,Los Angeles
Charlie,28,New York
Bob,47,New York
Alice,39,New York
Alice,35,Los Angeles
Alice,48,Chicago
Charlie,42,New York
Alice,42,Chicago
Alice,38,Los Angeles
Alice,34,New York
Bob,31,Chicago
Charlie,31,New York
Bob,49,Chicago
Alice,34,New York
Bob,41,Los Angeles
Charlie,26,New York
Charlie,26,New York
Bob,49,Los Angeles
Bob,40,Chicago
Bob,24,New York
Alice,47,Los Angeles
Charlie,21,Chicago
Alice,38,Los Angeles
Alice,48,New York
Charlie,24,Los Angeles
Alice,49,Chicago
Bob,31,Chicago
Charlie,34,Chicago
Charlie,32,Los Angeles
Alice,24,New York
Bob,25,Chicago
Charlie,41,Chicago
Bob,45,Chicago
Alice,21,Los Angeles
Charlie,47,Los Angeles
Charlie,20,Los Angeles
Bob,27,New York
Bob,23,Chicago
Alice,21,New York
Alice,47,New York
Charlie,20,New York
Charlie,41,Los Angeles
Alice,26,Chicago
Bob,45,Los Angeles
Bob,21,Chicago
Bob,46,Chicago
Alice,34,Chicago
Alice,48,New York
Alice,36,New York
Alice,33,New York
Alice,33,Los Angeles
Alice,39,New York
Alice,25,Los Angeles
Bob,49,Los Angeles
Bob,25,Chicago
Alice,31,Chicago
Alice,50,Los Angeles
Charlie,33,Chicago
Charlie,24,New York
Charlie,37,Los Angeles
Bob,46,Los Angeles
Alice,32,New York
Alice,40,New York
Bob,20,Chicago
Alice,32,Chicago
Charlie,20,Los Angeles
Charlie,22,Chicago
Charlie,48,Los Angeles
Charlie,40,Los Angeles
Alice,27,Los Angeles
Alice,24,New York
Bob,50,New York
Charlie,36,New York
Charlie,50,Chicago
Charlie,36,New York
Bob,36,New York
Bob,46,Los Angeles
Charlie,39,New York
Alice,49,Chicago
Alice,24,Chicago
Bob,47,Los Angeles
Bob,21,Los Angeles
Charlie,29,Chicago
Bob,35,Chicago
