Name,Age,City
Bob,40,New York
Alice,34,Chicago
Charlie,28,Chicago
Bob,32,Los Angeles
Bob,21,Los Angeles
Bob,38,New York
Charlie,21,New York
Alice,44,Chicago
Charlie,23,Chicago
Charlie,20,New York
Charlie,22,Chicago
Alice,40,New York
Bob,29,Los Angeles
Charlie,20,New York
Alice,21,Chicago
Charlie,44,New York
Alice,41,Chicago
Bob,36,New York
Alice,25,Chicago
Alice,41,New York
Bob,36,New York
Bob,27,Chicago
Bob,28,New York
Alice,36,Chicago
Alice,28,New York
Bob,35,Los Angeles
Alice,44,Los Angeles
Charlie,30,New York
Alice,30,Los Angeles
Charlie,28,Los Angeles
Alice,50,Chicago
Alice,22,New York
Alice,42,Los Angeles
Alice,44,New York
Alice,37,Chicago
Alice,40,Chicago
Charlie,30,New York
Alice,31,Chicago
Alice,36,New York
Bob,27,New York
Charlie,46,Chicago
Alice,37,Los Angeles
Bob,26,Los Angeles
Bob,44,Los Angeles
Bob,20,Los Angeles
Bob,33,New York
Bob,32,Chicago
Bob,38,New York
Charlie,30,New York
Alice,22,Chicago
Charlie,26,Los Angeles
Bob,27,Chicago
Bob,35,New York
Charlie,31,Los Angeles
Charlie,44,Los Angeles
Alice,21,Chicago
Alice,30,Los Angeles
Bob,24,Chicago
Charlie,20,Los Angeles
Charlie,42,Los Angeles
Bob,39,Chicago
Alice,38,Los Angeles
Bob,45,Chicago
Charlie,30,New York
Charlie,45,Chicago
Bob,40,Los Angeles
Bob,29,New York
Charlie,30,New York
Bob,47,Los Angeles
Bob,29,New York
Bob,38,New York
Alice,28,New York
Charlie,43,Los Angeles
Bob,33,Los Angeles
Bob,40,Chicago
Bob,43,Los Angeles
Charlie,28,New York
Charlie,23,New York
Bob,48,New York
Bob,31,Chicago
Alice,20,New York
Alice,24,New York
Alice,21,Los Angeles
Charlie,36,New York
Alice,39,Los Angeles
Bob,26,Los Angeles
Charlie,34,Los Angeles
Charlie,24,Chicago
Charlie,39,New York
Bob,50,New York
Bob,20,New York
Bob,40,New York
Alice,34,Los Angeles
Alice,48,Los Angeles
Alice,33,Los Angeles
Charlie,40,Los Angeles
Alice,41,Chicago
Bob,44,New York
Alice,26,Los Angeles
Alice,28,Los Angeles
