Name,Age,City
Alice,31,Chicago
Charlie,44,Chicago
Alice,24,Los Angeles
Alice,26,Chicago
Charlie,46,Chicago
Alice,42,Chicago
Bob,30,New York
Bob,20,New York
Charlie,20,Chicago
Alice,43,Chicago
Bob,37,New York
Alice,22,New York
Bob,46,New York
Bob,27,Los Angeles
Charlie,20,Chicago
Bob,42,Los Angeles
Alice,42,Los Angeles
Bob,41,Los Angeles
Charlie,22,Los Angeles
Alice,33,New York
Charlie,24,Los Angeles
Charlie,47,Los Angeles
Charlie,20,Los Angeles
Charlie,35,Chicago
Bob,40,Chicago
Charlie,40,New York
Bob,28,Chicago
Alice,27,New York
Charlie,30,Los Angeles
Bob,43,New York
Alice,30,New York
Alice,49,Los Angeles
Alice,42,Los Angeles
Charlie,29,Chicago
Charlie,47,Chicago
Alice,26,Los Angeles
Bob,50,Los Angeles
Bob,27,Los Angeles
Bob,35,New York
Charlie,35,Chicago
Bob,39,Los Angeles
Charlie,47,Los Angeles
Charlie,40,Chicago
Charlie,41,Chicago
Charlie,36,New York
Charlie,49,Los Angeles
Alice,34,New York
Bob,47,Chicago
Alice,21,Los Angeles
Bob,49,Los Angeles
Bob,32,New York
Bob,38,New York
Charlie,39,New York
Bob,42,Los Angeles
Charlie,46,Chicago
Charlie,34,Los Angeles
Alice,49,Chicago
Alice,21,Chicago
Alice,46,Los Angeles
Alice,31,New York
Charlie,39,Los Angeles
Charlie,26,Los Angeles
Charlie,32,Chicago
Charlie,42,Chicago
Charlie,21,Chicago
Alice,40,Los Angeles
Charlie,48,Chicago
Bob,29,Chicago
Alice,35,Chicago
Bob,24,Chicago
Bob,24,New York
Bob,47,Chicago
Alice,50,New York
Charlie,25,New York
Charlie,41,Los Angeles
Charlie,43,Chicago
Alice,50,Los Angeles
Charlie,29,New York
Alice,42,New York
Charlie,36,Chicago
Alice,25,New York
Alice,27,Los Angeles
Charlie,45,New York
Bob,28,Chicago
Bob,36,Los Angeles
Charlie,44,Los Angeles
Bob,46,Los Angeles
Charlie,42,New York
Alice,37,Chicago
Charlie,29,New York
Alice,30,New York
Alice,26,Chicago
Bob,46,New York
Alice,35,Los Angeles
Charlie,21,Chicago
Bob,30,New York
Alice,21,New York
Charlie,44,Chicago
Bob,24,Chicago
Bob,45,Chicago
