Name,Age,City
Charlie,42,New York
Charlie,38,Chicago
Alice,36,Los Angeles
Charlie,40,Los Angeles
Alice,34,Chicago
Bob,50,Los Angeles
Alice,24,Los Angeles
Alice,21,New York
Alice,28,New York
Charlie,37,Chicago
Bob,39,New York
Charlie,38,Chicago
Alice,31,Chicago
Alice,40,Chicago
Bob,20,Chicago
Alice,29,Chicago
Alice,26,Los Angeles
Alice,21,New York
Bob,38,Chicago
Charlie,26,Chicago
Alice,38,Chicago
Alice,31,New York
Alice,50,New York
Bob,30,Los Angeles
Bob,29,Los Angeles
Charlie,48,Chicago
Bob,48,Los Angeles
Charlie,28,New York
Charlie,38,New York
Alice,21,Chicago
Bob,23,Chicago
Alice,37,Los Angeles
Charlie,45,New York
Alice,39,Chicago
Charlie,22,Chicago
Charlie,42,New York
Charlie,38,Chicago
Charlie,27,Chicago
Bob,37,Chicago
Alice,35,New York
Bob,22,Chicago
Bob,37,Chicago
Charlie,21,New York
Bob,38,Los Angeles
Bob,50,Los Angeles
Alice,48,Los Angeles
Alice,44,Los Angeles
Alice,46,Los Angeles
Alice,43,New York
Charlie,43,Chicago
Bob,38,New York
Charlie,42,Chicago
Charlie,47,Chicago
Bob,29,Chicago
Alice,28,Chicago
Charlie,36,Los Angeles
Bob,49,Los Angeles
Bob,33,New York
Charlie,42,New York
Charlie,21,Chicago
Alice,39,Los Angeles
Charlie,49,Los Angeles
Alice,33,Chicago
Bob,34,New York
Charlie,46,New York
Bob,24,Los Angeles
Bob,47,Chicago
Bob,35,New York
Charlie,25,New York
Alice,46,Chicago
Alice,24,Los Angeles
Charlie,36,Los Angeles
Alice,46,Los Angeles
Bob,27,New York
Bob,50,New York
Alice,25,Chicago
Alice,47,Los Angeles
Alice,21,Chicago
Bob,43,Chicago
Charlie,21,New York
Alice,30,Chicago
Bob,45,Los Angeles
Charlie,44,Chicago
Charlie,31,Los Angeles
Bob,20,Chicago
Bob,44,New York
Alice,36,New York
Charlie,21,New York
Alice,47,Los Angeles
Alice,40,Chicago
Alice,26,New York
Bob,21,New York
Bob,42,New York
Charlie,30,Los Angeles
Bob,26,New York
Charlie,23,Chicago
Charlie,42,Chicago
Charlie,25,Los Angeles
Charlie,23,Los Angeles
Charlie,49,New York
