Name,Age,City
Charlie,30,Chicago
Alice,47,New York
Charlie,27,Los Angeles
Charlie,45,New York
Charlie,37,Los Angeles
Alice,44,Los Angeles
Bob,46,Los Angeles
Alice,38,Los Angeles
Bob,35,Chicago
Charlie,46,New York
Bob,31,Los Angeles
Charlie,32,Los Angeles
Alice,41,New York
Alice,39,Los Angeles
Alice,44,Los Angeles
Alice,30,Chicago
Alice,24,New York
Alice,23,Chicago
Alice,50,New York
Bob,29,New York
Alice,37,Chicago
Bob,42,Los Angeles
Alice,40,Chicago
Charlie,25,Chicago
Bob,21,Chicago
Charlie,24,Chicago
Alice,23,New York
Charlie,27,Los Angeles
Alice,25,New York
Alice,46,Chicago
Bob,39,Los Angeles
Bob,28,Los Angeles
Charlie,21,New York
Alice,34,Chicago
Bob,20,Chicago
Alice,45,New York
Bob,36,Chicago
Charlie,30,New York
Bob,50,New York
Alice,42,Chicago
Bob,33,Chicago
Bob,20,New York
Alice,34,Chicago
Bob,44,New York
Bob,28,Chicago
Charlie,41,New York
Bob,24,Chicago
Alice,39,New York
Charlie,22,Los Angeles
Bob,41,New York
Alice,32,New York
Alice,45,Chicago
Charlie,29,New York
Bob,33,Los Angeles
Charlie,40,Chicago
Charlie,43,Los Angeles
Alice,26,New York
Bob,33,Los Angeles
Alice,45,Los Angeles
Charlie,48,Chicago
Alice,21,Chicago
Bob,30,Los Angeles
Alice,25,New York
Alice,39,Los Angeles
Bob,40,New York
Charlie,47,New York
Bob,23,New York
Bob,45,Los Angeles
Bob,29,Los Angeles
Charlie,29,Los Angeles
Charlie,43,Chicago
Bob,28,Chicago
Bob,32,Chicago
Charlie,39,Chicago
Alice,50,New York
Bob,43,Chicago
Bob,46,Los Angeles
Charlie,33,Los Angeles
Alice,20,New York
Charlie,23,Chicago
Alice,27,New York
Charlie,40,Chicago
Bob,26,Chicago
Charlie,22,Los Angeles
Charlie,21,New York
Bob,29,Los Angeles
Charlie,38,Chicago
Bob,29,Chicago
Charlie,23,Los Angeles
Charlie,24,Chicago
Charlie,28,Los Angeles
Alice,45,Los Angeles
Alice,41,New York
Charlie,21,New York
Bob,31,New York
Bob,22,Chicago
Bob,40,Chicago
Bob,40,Los Angeles
Bob,39,Chicago
Bob,49,Los Angeles
