Name,Age,City
Alice,36,Chicago
Charlie,22,New York
Alice,28,Los Angeles
Bob,30,Chicago
Alice,49,Los Angeles
Alice,27,Chicago
Charlie,44,Chicago
Alice,38,New York
Bob,32,Los Angeles
Bob,42,Los Angeles
Alice,26,Los Angeles
Charlie,36,Los Angeles
Alice,45,Chicago
Bob,29,Los Angeles
Charlie,35,Chicago
Bob,24,New York
Charlie,49,Los Angeles
Alice,24,Los Angeles
Alice,49,Chicago
Alice,34,Los Angeles
Bob,23,New York
Bob,29,New York
Bob,45,Chicago
Alice,49,Los Angeles
Bob,30,New York
Charlie,31,Chicago
Charlie,39,Los Angeles
Bob,29,New York
Bob,43,Los Angeles
Bob,31,Chicago
Charlie,31,New York
Alice,22,Los Angeles
Charlie,21,Los Angeles
Charlie,42,Los Angeles
Alice,22,New York
Charlie,38,Los Angeles
Charlie,22,New York
Bob,22,Los Angeles
Charlie,21,New York
Charlie,44,Chicago
Alice,20,Los Angeles
Bob,22,New York
Charlie,48,New York
Alice,46,Los Angeles
Bob,45,New York
Bob,48,Chicago
Bob,43,New York
Alice,20,Los Angeles
Alice,41,Chicago
Bob,35,New York
Charlie,27,Los Angeles
Alice,30,New York
Alice,42,Los Angeles
Charlie,46,Los Angeles
Bob,21,Chicago
Bob,39,Los Angeles
Alice,42,New York
Charlie,38,Chicago
Alice,43,Los Angeles
Charlie,29,Chicago
Alice,22,Los Angeles
Bob,48,New York
Charlie,49,Los Angeles
Charlie,21,Chicago
Charlie,45,Chicago
Charlie,48,Los Angeles
Charlie,40,Chicago
Bob,32,Chicago
Bob,28,Chicago
Alice,48,Chicago
Alice,40,Los Angeles
Alice,37,Los Angeles
Bob,35,New York
Charlie,45,Los Angeles
Alice,37,New York
Alice,28,New York
Alice,32,Chicago
Alice,37,Los Angeles
Bob,24,New York
Alice,35,Chicago
Charlie,38,New York
Bob,40,New York
Alice,44,New York
Alice,24,New York
Charlie,43,Los Angeles
Alice,47,Los Angeles
Bob,28,Chicago
Bob,25,Los Angeles
Charlie,49,Chicago
Alice,37,Los Angeles
Alice,49,New York
Alice,45,Los Angeles
Bob,27,Chicago
Alice,49,Los Angeles
Alice,30,Chicago
Charlie,23,New York
Bob,42,Los Angeles
Alice,34,Chicago
Bob,28,Los Angeles
Bob,22,New York
