Name,Age,City
Charlie,26,Chicago
Alice,41,Los Angeles
Bob,20,Los Angeles
Charlie,42,Los Angeles
Charlie,32,Los Angeles
Charlie,42,New York
Charlie,20,New York
Charlie,44,Chicago
Bob,26,Chicago
Charlie,38,Los Angeles
Bob,31,New York
Alice,30,New York
Charlie,39,Chicago
Charlie,44,New York
Bob,44,Los Angeles
Alice,44,New York
Bob,47,New York
Alice,48,Los Angeles
Bob,43,Los Angeles
Charlie,23,Chicago
Charlie,41,New York
Charlie,49,Chicago
Alice,31,Chicago
Alice,20,Chicago
Alice,45,New York
Alice,49,Los Angeles
Alice,36,Chicago
Bob,42,New York
Alice,28,Los Angeles
Charlie,23,Chicago
Charlie,27,New York
Alice,27,New York
Charlie,22,Los Angeles
Alice,46,Los Angeles
Charlie,29,Los Angeles
Bob,29,Chicago
Bob,47,Los Angeles
Alice,38,Los Angeles
Alice,23,New York
Alice,46,New York
Bob,31,Chicago
Bob,33,Chicago
Charlie,30,Chicago
Charlie,38,Los Angeles
Charlie,34,New York
Alice,43,Chicago
Charlie,33,Los Angeles
Bob,23,Chicago
Charlie,22,Los Angeles
Alice,33,Los Angeles
Bob,28,New York
Charlie,37,Chicago
Bob,39,New York
Bob,27,Los Angeles
Charlie,39,New York
Bob,37,Los Angeles
Charlie,24,Chicago
Bob,45,New York
Charlie,21,New York
Bob,48,Chicago
Charlie,30,New York
Bob,25,New York
Charlie,34,Los Angeles
Bob,49,Los Angeles
Alice,46,New York
Bob,33,Chicago
Bob,29,Los Angeles
Alice,34,New York
Alice,39,Los Angeles
Charlie,37,Los Angeles
Bob,45,Los Angeles
Bob,29,Los Angeles
Charlie,28,New York
Charlie,49,Chicago
Alice,31,New York
Alice,35,Chicago
Alice,30,Chicago
Bob,36,New York
Bob,28,Chicago
Alice,22,Los Angeles
Charlie,43,Chicago
Charlie,45,Chicago
Alice,33,Chicago
Bob,31,New York
Bob,32,Los Angeles
Charlie,46,Chicago
Bob,46,Chicago
Alice,33,New York
Charlie,30,New York
Alice,39,Los Angeles
Alice,37,New York
Charlie,32,New York
Charlie,30,New York
Bob,26,Chicago
Bob,23,Los Angeles
Bob,36,Los Angeles
Alice,31,Los Angeles
Charlie,43,Los Angeles
Alice,23,New York
Charlie,27,Los Angeles
