Name,Age,City
Bob,30,New York
Alice,26,Chicago
Bob,29,Los Angeles
Alice,20,Chicago
Bob,29,New York
Alice,45,Los Angeles
Alice,22,New York
Charlie,24,Los Angeles
Charlie,49,Los Angeles
Alice,45,New York
Charlie,47,Chicago
Bob,40,Chicago
Charlie,20,Los Angeles
Alice,45,Los Angeles
Charlie,39,New York
Charlie,44,Chicago
Bob,35,New York
Bob,45,Chicago
Charlie,36,New York
Bob,33,Los Angeles
Bob,40,Chicago
Charlie,26,Chicago
Alice,20,New York
Bob,38,Los Angeles
Charlie,32,New York
Bob,32,New York
Alice,26,New York
Charlie,31,Los Angeles
Bob,48,Chicago
Alice,21,Los Angeles
Alice,43,Chicago
Alice,49,Chicago
Charlie,22,New York
Alice,21,New York
Charlie,23,Los Angeles
Bob,23,Los Angeles
Charlie,46,Los Angeles
Charlie,32,New York
Charlie,38,Chicago
Bob,27,Los Angeles
Alice,27,Los Angeles
Charlie,32,New York
Alice,43,Chicago
Alice,21,New York
Bob,24,Chicago
Alice,30,Chicago
Charlie,47,Los Angeles
Bob,31,Chicago
Charlie,45,New York
Bob,36,Los Angeles
Alice,21,Los Angeles
Charlie,25,New York
Alice,39,Chicago
Alice,32,Los Angeles
Alice,41,New York
Charlie,39,Chicago
Charlie,23,New York
Alice,25,Los Angeles
Alice,45,Los Angeles
Alice,23,New York
Alice,34,Los Angeles
Alice,37,New York
Alice,38,Los Angeles
Charlie,40,Los Angeles
Bob,20,New York
Charlie,36,New York
Alice,36,Chicago
Bob,48,New York
Alice,23,Chicago
Bob,25,Los Angeles
Alice,46,New York
Charlie,34,Chicago
Charlie,28,New York
Bob,47,Los Angeles
Alice,22,New York
Bob,25,New York
Alice,20,New York
Bob,38,Los Angeles
Charlie,40,Chicago
Charlie,28,New York
Charlie,40,Chicago
Bob,42,Chicago
Alice,44,Los Angeles
Bob,37,New York
Bob,36,Los Angeles
Charlie,40,Los Angeles
Bob,30,Chicago
Alice,45,Los Angeles
Bob,26,Los Angeles
Alice,44,New York
Bob,48,New York
Charlie,22,Chicago
Charlie,48,Los Angeles
Charlie,24,Los Angeles
Alice,43,Chicago
Charlie,36,New York
Alice,41,Chicago
Alice,30,Chicago
Charlie,31,Los Angeles
Alice,41,Los Angeles
