Name,Age,City
Bob,28,Los Angeles
Bob,20,Chicago
Charlie,47,Chicago
Charlie,22,Chicago
Charlie,35,Los Angeles
Bob,42,New York
Bob,23,Chicago
Charlie,31,New York
Charlie,39,Chicago
Alice,40,Los Angeles
Charlie,27,New York
Bob,26,New York
Alice,47,Chicago
Charlie,31,Chicago
Bob,31,Los Angeles
Bob,27,Chicago
Bob,48,New York
Alice,49,Chicago
Bob,32,Chicago
Alice,41,Los Angeles
Charlie,28,Los Angeles
Charlie,33,New York
Charlie,46,Los Angeles
Charlie,31,New York
Alice,31,Los Angeles
Charlie,47,Chicago
Charlie,30,Los Angeles
Alice,31,Los Angeles
Bob,36,Los Angeles
Bob,46,Los Angeles
Charlie,34,Los Angeles
Charlie,49,New York
Bob,33,Los Angeles
Bob,50,New York
Alice,29,New York
Bob,47,Chicago
Alice,33,Los Angeles
Alice,32,New York
Charlie,20,Chicago
Bob,31,Chicago
Alice,44,Los Angeles
Bob,31,Los Angeles
Alice,25,Chicago
Charlie,39,Chicago
Alice,26,Chicago
Alice,21,Chicago
Bob,27,Los Angeles
Charlie,48,Los Angeles
Bob,44,Chicago
Bob,36,New York
Charlie,40,New York
Bob,31,Los Angeles
Bob,44,Chicago
Bob,43,New York
Alice,25,Los Angeles
Charlie,28,New York
Alice,28,New York
Bob,47,Los Angeles
Charlie,32,Chicago
Bob,23,Chicago
Alice,47,Chicago
Alice,40,Los Angeles
Alice,47,Chicago
Bob,31,New York
Bob,43,Los Angeles
Bob,49,Chicago
Bob,42,Los Angeles
Alice,48,Los Angeles
Alice,48,Chicago
Charlie,32,Chicago
Bob,38,Chicago
Charlie,24,New York
Charlie,25,New York
Bob,36,New York
Bob,36,Chicago
Alice,23,Los Angeles
Charlie,20,Chicago
Alice,25,Los Angeles
Alice,50,Los Angeles
Alice,41,Los Angeles
Bob,39,New York
Alice,22,Chicago
Alice,48,Chicago
Bob,48,Los Angeles
Bob,33,Los Angeles
Alice,34,Chicago
Alice,37,Chicago
Alice,42,Los Angeles
Alice,49,New York
Charlie,47,Chicago
Bob,20,New York
Charlie,26,Los Angeles
Alice,25,Los Angeles
Bob,43,Los Angeles
Alice,32,New York
Alice,22,Los Angeles
Bob,46,Chicago
Charlie,43,Chicago
Bob,40,Chicago
Charlie,42,Los Angeles
