Name,Age,City
Alice,23,Chicago
Bob,40,New York
Bob,42,New York
Charlie,20,Los Angeles
Alice,46,New York
Bob,47,Los Angeles
Alice,45,New York
Alice,35,Los Angeles
Alice,20,Chicago
Bob,40,New York
Alice,41,New York
Bob,45,Chicago
Charlie,21,Chicago
Alice,20,Chicago
Charlie,46,Chicago
Alice,36,New York
Bob,46,Los Angeles
Alice,24,Los Angeles
Alice,46,Chicago
Alice,49,Chicago
Charlie,29,New York
Charlie,37,Chicago
Bob,36,Los Angeles
Charlie,44,New York
Alice,24,Chicago
Alice,32,Chicago
Alice,25,New York
Alice,41,New York
Charlie,38,Chicago
Charlie,22,Chicago
Bob,49,Chicago
Bob,50,Los Angeles
Alice,45,Los Angeles
Charlie,40,Los Angeles
Charlie,22,Los Angeles
Alice,36,Los Angeles
Bob,28,Los Angeles
Alice,41,Chicago
Alice,30,Chicago
Charlie,20,New York
Alice,37,Chicago
Bob,42,Chicago
Bob,44,Los Angeles
Bob,40,Chicago
Charlie,35,Chicago
Bob,46,Los Angeles
Alice,21,Los Angeles
Charlie,26,New York
Bob,41,New York
Alice,23,Chicago
Alice,37,Chicago
Alice,27,Los Angeles
Charlie,24,Chicago
Charlie,43,New York
Charlie,22,Los Angeles
Alice,27,New York
Bob,36,New York
Charlie,40,Los Angeles
Bob,27,New York
Alice,20,Chicago
Bob,27,New York
Bob,46,Chicago
Charlie,46,New York
Alice,33,New York
Charlie,38,Los Angeles
Alice,28,Chicago
Bob,27,Los Angeles
Alice,39,Chicago
Alice,42,New York
Bob,48,Los Angeles
Alice,41,Chicago
Charlie,24,Los Angeles
Alice,35,New York
Bob,45,Chicago
Charlie,32,New York
Bob,25,Chicago
Alice,28,Chicago
Charlie,26,New York
Alice,45,New York
Alice,45,Chicago
Bob,41,Los Angeles
Alice,45,Chicago
Charlie,36,New York
Bob,34,New York
Charlie,46,Chicago
Alice,27,Los Angeles
Bob,47,Chicago
Charlie,25,New York
Alice,25,Los Angeles
Bob,26,New York
Alice,25,Chicago
Bob,47,Los Angeles
Bob,33,Chicago
Charlie,23,Chicago
Charlie,50,Chicago
Alice,33,New York
Bob,26,New York
Charlie,34,Los Angeles
Bob,22,Los Angeles
Alice,33,Los Angeles
